0,user_id,checkout_page,order_value,purchased,gender,browser,time_on_page
6929,874096,C,42.357,1.0,M,safari,57.213
6930,883167,C,42.964,1.0,F,firefox,58.428
6931,860085,C,33.707,1.0,F,firefox,39.914
6932,859789,C,NaN,0.0,F,chrome,45.583
6933,860104,C,28.110,1.0,F,firefox,28.719
6934,900010,C,33.440,1.0,M,chrome,39.380
6935,884608,C,30.799,1.0,F,chrome,34.097
6936,853554,C,29.966,1.0,F,chrome,32.432
6937,898662,C,NaN,0.0,M,firefox,59.316
6938,841963,C,31.039,1.0,F,firefox,34.577
6939,913162,C,32.342,1.0,F,chrome,37.184
6940,846262,C,36.829,1.0,M,chrome,46.158
6941,841443,C,41.489,1.0,M,safari,55.478
6942,909075,C,37.406,1.0,M,safari,47.311
6943,902313,C,48.797,1.0,F,safari,70.094
6944,860189,C,34.627,1.0,M,safari,41.753
6945,911004,C,36.294,1.0,M,firefox,45.087
6946,884899,C,36.378,1.0,F,safari,45.256
6947,875574,C,NaN,0.0,F,chrome,56.850
6948,877292,C,NaN,0.0,M,firefox,47.572
6949,910572,C,34.419,1.0,F,safari,41.338
6950,845351,C,30.263,1.0,M,chrome,33.025
6951,890294,C,36.222,1.0,F,chrome,44.944
6952,873111,C,42.007,1.0,F,safari,56.513
6953,883909,C,NaN,0.0,F,chrome,38.396
6954,890931,C,37.645,1.0,M,safari,47.789
6955,858592,C,36.231,1.0,F,firefox,44.961
6956,881553,C,39.318,1.0,M,safari,51.135
6957,872751,C,30.976,1.0,M,chrome,34.452
6958,885042,C,46.733,1.0,M,chrome,65.966
6959,868472,C,28.604,1.0,M,firefox,29.708
6960,851404,C,33.172,1.0,M,firefox,38.844
6961,895055,C,39.690,1.0,F,chrome,51.881
6962,890355,C,36.484,1.0,M,firefox,45.467
6963,904449,C,39.150,1.0,M,safari,50.800
6964,866903,C,32.519,1.0,F,chrome,37.539
6965,881394,C,34.626,1.0,F,firefox,41.752
6966,904005,C,35.061,1.0,M,safari,42.622
6967,863901,C,42.846,1.0,F,safari,58.193
6968,873542,C,38.452,1.0,M,chrome,49.404
6969,867057,C,38.983,1.0,F,chrome,50.467
6970,891544,C,31.710,1.0,F,firefox,35.921
6971,902012,C,NaN,0.0,M,firefox,52.189
6972,844519,C,36.128,1.0,F,safari,44.756
6973,847759,C,41.946,1.0,F,safari,56.391
6974,888291,C,45.070,1.0,M,safari,62.641
6975,841883,C,33.466,1.0,F,safari,39.432
6976,868468,C,32.968,1.0,M,firefox,38.437
6977,873383,C,30.680,1.0,M,safari,33.860
6978,897459,C,34.282,1.0,M,safari,41.064
6979,862060,C,33.090,1.0,F,chrome,38.680
6980,894134,C,36.798,1.0,F,safari,46.095
6981,843538,C,34.277,1.0,M,firefox,41.054
6982,900953,C,33.192,1.0,M,chrome,38.884
6983,882028,C,40.323,1.0,M,chrome,53.146
6984,863858,C,30.311,1.0,M,chrome,33.121
6985,905246,C,37.166,1.0,F,safari,46.831
6986,902046,C,32.970,1.0,F,safari,38.441
6987,898025,C,38.622,1.0,F,chrome,49.744
6988,856073,C,41.926,1.0,F,firefox,56.353
6989,875354,C,33.485,1.0,F,safari,39.469
6990,894188,C,37.205,1.0,M,firefox,46.910
6991,908645,C,35.894,1.0,F,chrome,44.288
6992,906209,C,31.003,1.0,F,chrome,34.506
6993,901498,C,36.204,1.0,F,firefox,44.908
6994,845504,C,36.446,1.0,M,firefox,45.391
6995,834885,C,37.064,1.0,M,firefox,46.629
6996,847282,C,NaN,0.0,M,firefox,40.516
6997,855249,C,35.471,1.0,M,firefox,43.442
6998,880042,C,NaN,0.0,F,safari,31.024
6999,834796,C,33.209,1.0,M,chrome,38.919
7000,854791,C,37.780,1.0,F,chrome,48.060
7001,886954,C,39.462,1.0,F,firefox,51.425
7002,850586,C,NaN,0.0,M,safari,38.277
7003,854768,C,35.524,1.0,M,chrome,43.547
7004,854683,C,36.140,1.0,F,chrome,44.781
7005,909008,C,36.007,1.0,F,chrome,44.515
7006,910316,C,37.704,1.0,M,firefox,47.908
7007,858522,C,25.910,1.0,F,chrome,24.319
7008,875225,C,34.753,1.0,F,safari,42.007
7009,893566,C,36.195,1.0,F,chrome,44.890
7010,892554,C,29.998,1.0,F,chrome,32.497
7011,910160,C,NaN,0.0,M,safari,59.240
7012,909507,C,NaN,0.0,F,safari,44.116
7013,856228,C,42.817,1.0,F,firefox,58.134
7014,899058,C,31.047,1.0,M,chrome,34.595
7015,910895,C,NaN,0.0,M,firefox,33.427
7016,845838,C,36.121,1.0,F,firefox,44.743
7017,852403,C,26.607,1.0,F,firefox,25.713
7018,877757,C,NaN,0.0,F,firefox,44.650
7019,897453,C,35.486,1.0,M,firefox,43.472
7020,898866,C,40.078,1.0,M,chrome,52.657
7021,881683,C,38.505,1.0,M,safari,49.510
7022,901264,C,NaN,0.0,M,chrome,38.325
7023,887673,C,NaN,0.0,M,firefox,31.525
7024,863011,C,NaN,0.0,M,chrome,59.623
7025,900021,C,31.039,1.0,F,chrome,34.579
7026,842535,C,29.772,1.0,F,firefox,32.045
7027,852020,C,29.576,1.0,M,chrome,31.651
7028,902080,C,40.587,1.0,F,firefox,53.673
7029,893648,C,32.405,1.0,F,firefox,37.311
7030,860117,C,31.231,1.0,M,safari,34.963
7031,901015,C,35.688,1.0,F,firefox,43.877
7032,873289,C,33.965,1.0,M,firefox,40.431
7033,905483,C,31.610,1.0,M,chrome,35.719
7034,893124,C,38.770,1.0,F,chrome,50.040
7035,899618,C,40.327,1.0,M,firefox,53.153
7036,892848,C,39.927,1.0,F,safari,52.353
7037,888105,C,38.835,1.0,F,safari,50.169
7038,869343,C,37.013,1.0,M,firefox,46.526
7039,873199,C,26.121,1.0,M,safari,24.741
7040,867442,C,43.346,1.0,M,safari,59.193
7041,895978,C,36.510,1.0,F,firefox,45.520
7042,847810,C,38.041,1.0,M,safari,48.582
7043,834968,C,40.575,1.0,F,chrome,53.650
7044,907091,C,NaN,0.0,M,safari,56.834
7045,844202,C,37.092,1.0,F,firefox,46.684
7046,880265,C,37.178,1.0,M,chrome,46.855
7047,913556,C,32.004,1.0,F,firefox,36.508
7048,882917,C,NaN,0.0,F,firefox,42.831
7049,882040,C,30.729,1.0,F,firefox,33.958
7050,891788,C,NaN,0.0,M,safari,35.301
7051,839567,C,30.532,1.0,M,safari,33.564
7052,874222,C,NaN,0.0,M,safari,40.940
7053,910471,C,40.245,1.0,F,safari,52.991
7054,906274,C,NaN,0.0,F,safari,74.210
7055,911725,C,35.947,1.0,F,chrome,44.395
7056,873871,C,28.258,1.0,M,firefox,29.016
7057,845244,C,41.325,1.0,F,firefox,55.150
7058,855235,C,33.496,1.0,M,safari,39.492
7059,850445,C,31.697,1.0,M,safari,35.894
7060,839195,C,NaN,0.0,M,safari,44.598
7061,862263,C,NaN,0.0,M,firefox,30.094
7062,869863,C,36.112,1.0,M,safari,44.725
7063,903309,C,34.558,1.0,M,chrome,41.616
7064,902283,C,35.492,1.0,F,firefox,43.484
7065,902069,C,36.907,1.0,M,chrome,46.314
7066,873018,C,35.337,1.0,F,firefox,43.175
7067,835130,C,35.082,1.0,F,firefox,42.663
7068,868296,C,36.422,1.0,F,safari,45.343
7069,886242,C,37.077,1.0,F,firefox,46.654
7070,873717,C,29.843,1.0,F,chrome,32.185
7071,892020,C,27.850,1.0,F,chrome,28.200
7072,854202,C,34.692,1.0,M,firefox,41.884
7073,909445,C,27.836,1.0,F,firefox,28.173
7074,847704,C,NaN,0.0,M,chrome,43.375
7075,848262,C,39.694,1.0,F,safari,51.887
7076,862686,C,38.036,1.0,M,chrome,48.571
7077,861352,C,29.759,1.0,M,safari,32.018
7078,857558,C,30.699,1.0,M,firefox,33.897
7079,854374,C,NaN,0.0,M,chrome,45.783
7080,868002,C,32.994,1.0,F,chrome,38.487
7081,896547,C,33.417,1.0,M,firefox,39.333
7082,860430,C,37.985,1.0,F,chrome,48.469
7083,876011,C,NaN,0.0,F,safari,32.627
7084,898004,C,NaN,0.0,M,safari,38.488
7085,908829,C,31.000,1.0,F,chrome,34.499
7086,842422,C,29.784,1.0,M,safari,32.069
7087,886584,C,30.715,1.0,M,chrome,33.929
7088,904801,C,NaN,0.0,F,safari,49.275
7089,881862,C,35.259,1.0,F,firefox,43.018
7090,870316,C,NaN,0.0,F,firefox,33.708
7091,908337,C,33.844,1.0,M,chrome,40.189
7092,888753,C,26.806,1.0,M,safari,26.112
7093,903556,C,31.333,1.0,F,firefox,35.167
7094,861232,C,45.748,1.0,F,safari,63.996
7095,844363,C,34.549,1.0,M,firefox,41.598
7096,837012,C,38.658,1.0,M,safari,49.817
7097,871559,C,34.673,1.0,F,safari,41.845
7098,853072,C,36.741,1.0,F,chrome,45.982
7099,850130,C,38.316,1.0,M,safari,49.133
7100,839652,C,29.477,1.0,F,safari,31.454
7101,879264,C,NaN,0.0,F,chrome,42.191
7102,860807,C,NaN,0.0,M,firefox,58.289
7103,885560,C,NaN,0.0,M,chrome,34.545
7104,864186,C,NaN,0.0,F,chrome,36.836
7105,892721,C,33.462,1.0,F,safari,39.423
7106,906659,C,36.345,1.0,F,chrome,45.190
7107,854639,C,37.625,1.0,F,safari,47.749
7108,867483,C,41.337,1.0,M,safari,55.174
7109,852972,C,37.497,1.0,F,firefox,47.495
7110,853243,C,34.690,1.0,M,chrome,41.879
7111,847565,C,41.296,1.0,M,firefox,55.092
7112,840759,C,38.521,1.0,F,safari,49.541
7113,866325,C,27.522,1.0,F,chrome,27.543
7114,878662,C,47.632,1.0,M,chrome,67.764
7115,909606,C,43.850,1.0,M,safari,60.199
7116,836198,C,34.159,1.0,M,firefox,40.818
7117,875482,C,NaN,0.0,F,safari,46.279
7118,901458,C,41.622,1.0,M,safari,55.744
7119,844399,C,34.139,1.0,M,chrome,40.778
7120,859311,C,NaN,0.0,M,chrome,49.804
7121,914212,C,NaN,0.0,F,firefox,53.546
7122,873803,C,29.926,1.0,M,chrome,32.352
7123,852602,C,31.988,1.0,M,chrome,36.477
7124,888617,C,39.607,1.0,F,safari,51.714
7125,901905,C,37.304,1.0,F,safari,47.108
7126,903554,C,39.619,1.0,F,safari,51.738
7127,895689,C,34.337,1.0,F,chrome,41.174
7128,909106,C,33.555,1.0,F,firefox,39.610
7129,865271,C,25.007,1.0,M,firefox,22.514
7130,891850,C,29.270,1.0,F,firefox,31.040
7131,859318,C,35.235,1.0,F,firefox,42.971
7132,904683,C,39.123,1.0,M,firefox,50.746
7133,865383,C,37.656,1.0,F,safari,47.812
7134,855905,C,34.359,1.0,F,chrome,41.218
7135,835694,C,33.641,1.0,M,chrome,39.782
7136,874946,C,36.086,1.0,M,firefox,44.672
7137,869631,C,35.391,1.0,M,firefox,43.282
7138,867885,C,42.023,1.0,M,safari,56.545
7139,852373,C,35.732,1.0,F,safari,43.964
7140,903425,C,27.594,1.0,M,chrome,27.688
7141,850506,C,28.637,1.0,F,chrome,29.774
7142,897779,C,42.594,1.0,M,safari,57.688
7143,865840,C,29.144,1.0,F,firefox,30.788
7144,870443,C,38.822,1.0,M,firefox,50.145
7145,892976,C,NaN,0.0,M,safari,39.816
7146,865420,C,34.151,1.0,M,chrome,40.802
7147,887021,C,34.329,1.0,F,chrome,41.159
7148,851364,C,41.107,1.0,F,firefox,54.714
7149,885549,C,34.036,1.0,M,chrome,40.572
7150,858331,C,34.833,1.0,M,firefox,42.167
7151,836248,C,27.346,1.0,F,safari,27.192
7152,840017,C,36.033,1.0,M,safari,44.567
7153,884169,C,37.655,1.0,M,firefox,47.810
7154,863115,C,36.196,1.0,F,firefox,44.891
7155,854670,C,41.989,1.0,M,chrome,56.479
7156,854599,C,35.276,1.0,M,safari,43.052
7157,911345,C,NaN,0.0,F,safari,45.490
7158,898888,C,NaN,0.0,F,safari,58.985
7159,852636,C,27.250,1.0,M,chrome,27.000
7160,906589,C,32.721,1.0,M,safari,37.942
7161,873848,C,42.131,1.0,F,firefox,56.762
7162,872815,C,39.681,1.0,M,chrome,51.861
7163,851698,C,38.392,1.0,M,chrome,49.284
7164,906242,C,39.163,1.0,M,chrome,50.827
7165,914167,C,36.635,1.0,F,chrome,45.771
7166,894298,C,43.158,1.0,M,firefox,58.816
7167,875434,C,36.889,1.0,F,safari,46.278
7168,853448,C,36.199,1.0,F,firefox,44.899
7169,843922,C,35.795,1.0,F,firefox,44.090
7170,913681,C,35.964,1.0,F,firefox,44.429
7171,875588,C,NaN,0.0,M,chrome,30.930
7172,891989,C,38.853,1.0,F,safari,50.207
7173,904652,C,34.348,1.0,M,firefox,41.196
7174,881993,C,44.110,1.0,F,firefox,60.719
7175,882586,C,34.622,1.0,F,safari,41.743
7176,913430,C,37.105,1.0,M,safari,46.709
7177,859624,C,36.233,1.0,M,safari,44.966
7178,846072,C,31.872,1.0,F,safari,36.244
7179,841402,C,39.961,1.0,M,chrome,52.421
7180,874174,C,NaN,0.0,F,chrome,61.551
7181,859361,C,34.926,1.0,F,chrome,42.352
7182,855830,C,33.498,1.0,M,firefox,39.495
7183,845429,C,NaN,0.0,M,safari,38.950
7184,865798,C,25.538,1.0,F,firefox,23.576
7185,884909,C,NaN,0.0,M,chrome,40.722
7186,878770,C,36.255,1.0,M,safari,45.010
7187,889086,C,40.274,1.0,F,safari,53.048
7188,871391,C,39.800,1.0,M,safari,52.100
7189,909620,C,32.918,1.0,M,chrome,38.335
7190,875404,C,33.616,1.0,M,safari,39.732
7191,852555,C,40.620,1.0,F,chrome,53.739
7192,849085,C,34.133,1.0,M,safari,40.765
7193,908998,C,32.450,1.0,F,firefox,37.400
7194,859234,C,41.963,1.0,M,chrome,56.425
7195,851783,C,NaN,0.0,M,chrome,52.876
7196,914027,C,NaN,0.0,F,chrome,42.688
7197,904377,C,NaN,0.0,M,chrome,36.562
7198,885086,C,24.941,1.0,M,firefox,22.381
7199,901977,C,37.949,1.0,M,chrome,48.397
7200,897882,C,30.518,1.0,F,safari,33.536
7201,887423,C,25.186,1.0,F,chrome,22.873
7202,911258,C,42.924,1.0,M,firefox,58.348
7203,844494,C,38.240,1.0,F,firefox,48.980
7204,854635,C,29.305,1.0,M,safari,31.110
7205,897632,C,28.928,1.0,F,chrome,30.356
7206,836800,C,39.355,1.0,F,safari,51.210
7207,898745,C,30.610,1.0,F,safari,33.720
7208,851797,C,41.481,1.0,F,safari,55.461
7209,889424,C,NaN,0.0,M,safari,48.665
7210,886766,C,37.683,1.0,F,firefox,47.866
7211,837124,C,37.023,1.0,F,firefox,46.547
7212,892377,C,35.957,1.0,F,chrome,44.415
7213,863769,C,39.403,1.0,M,chrome,51.305
7214,887818,C,32.730,1.0,F,chrome,37.959
7215,841251,C,35.430,1.0,M,safari,43.360
7216,845650,C,38.760,1.0,M,safari,50.019
7217,898773,C,37.815,1.0,M,safari,48.130
7218,845095,C,29.025,1.0,M,chrome,30.550
7219,861346,C,32.498,1.0,M,firefox,37.496
7220,912707,C,NaN,0.0,M,firefox,45.028
7221,870948,C,32.960,1.0,F,safari,38.420
7222,894474,C,43.873,1.0,F,safari,60.247
7223,851032,C,NaN,0.0,F,firefox,38.568
7224,844715,C,34.189,1.0,M,chrome,40.878
7225,907896,C,38.847,1.0,M,safari,50.194
7226,884625,C,36.653,1.0,M,firefox,45.805
7227,908421,C,34.274,1.0,F,safari,41.047
7228,846540,C,NaN,0.0,M,firefox,34.935
7229,838693,C,36.508,1.0,F,chrome,45.515
7230,855886,C,NaN,0.0,F,firefox,52.891
7231,904859,C,37.395,1.0,F,chrome,47.291
7232,860742,C,31.109,1.0,F,safari,34.718
7233,852891,C,43.684,1.0,M,safari,59.868
7234,856401,C,27.767,1.0,F,chrome,28.034
7235,836449,C,27.087,1.0,F,firefox,26.673
7236,908761,C,39.803,1.0,M,safari,52.106
7237,863176,C,36.129,1.0,M,chrome,44.758
7238,904173,C,NaN,0.0,M,safari,37.005
7239,856825,C,29.507,1.0,F,firefox,31.514
7240,863592,C,46.604,1.0,M,chrome,65.708
7241,894104,C,35.585,1.0,M,chrome,43.671
7242,880508,C,37.671,1.0,F,firefox,47.842
7243,893670,C,36.589,1.0,M,chrome,45.679
7244,839269,C,37.174,1.0,F,firefox,46.848
7245,876914,C,37.700,1.0,F,safari,47.901
7246,835963,C,38.662,1.0,M,safari,49.824
7247,870559,C,33.124,1.0,M,safari,38.748
7248,858541,C,NaN,0.0,F,firefox,39.584
7249,861397,C,26.295,1.0,M,safari,25.090
7250,882415,C,31.098,1.0,M,chrome,34.697
7251,839027,C,36.356,1.0,M,safari,45.211
7252,850410,C,40.225,1.0,F,chrome,52.950
7253,839183,C,37.995,1.0,M,firefox,48.490
7254,848836,C,33.297,1.0,F,chrome,39.093
7255,901367,C,28.684,1.0,M,chrome,29.868
7256,896704,C,21.113,1.0,F,safari,14.726
7257,835877,C,40.759,1.0,F,chrome,54.017
7258,872977,C,32.054,1.0,M,safari,36.608
7259,841864,C,32.758,1.0,F,firefox,38.015
7260,899383,C,35.658,1.0,F,chrome,43.816
7261,912084,C,27.972,1.0,F,firefox,28.444
7262,892398,C,33.251,1.0,M,firefox,39.002
7263,885649,C,45.117,1.0,F,safari,62.735
7264,855509,C,37.527,1.0,M,safari,47.554
7265,881193,C,36.796,1.0,F,safari,46.092
7266,887901,C,27.088,1.0,F,chrome,26.675
7267,872431,C,46.218,1.0,F,firefox,64.936
7268,869206,C,27.886,1.0,F,chrome,28.272
7269,896414,C,44.612,1.0,F,safari,61.723
7270,867076,C,24.425,1.0,F,firefox,21.349
7271,837381,C,42.027,1.0,M,chrome,56.554
7272,904009,C,43.090,1.0,M,safari,58.681
7273,865817,C,30.878,1.0,F,firefox,34.256
7274,850815,C,37.113,1.0,F,chrome,46.726
7275,912957,C,37.737,1.0,M,safari,47.975
7276,906720,C,30.931,1.0,F,firefox,34.362
7277,895785,C,NaN,0.0,F,chrome,28.009
7278,867800,C,28.411,1.0,M,chrome,29.323
7279,911626,C,37.705,1.0,M,safari,47.910
7280,872528,C,34.574,1.0,M,safari,41.649
7281,869400,C,32.178,1.0,F,firefox,36.857
7282,901781,C,39.834,1.0,F,chrome,52.168
7283,906127,C,37.540,1.0,M,safari,47.581
7284,866151,C,31.223,1.0,F,safari,34.945
7285,848842,C,28.994,1.0,M,chrome,30.488
7286,882947,C,37.616,1.0,M,chrome,47.733
7287,834540,C,32.312,1.0,F,firefox,37.124
7288,898078,C,35.496,1.0,M,chrome,43.492
7289,880433,C,42.881,1.0,M,safari,58.263
7290,879386,C,37.512,1.0,M,firefox,47.523
7291,886082,C,30.689,1.0,F,firefox,33.877
7292,898022,C,35.803,1.0,F,chrome,44.107
7293,869370,C,30.237,1.0,F,safari,32.974
7294,888361,C,43.043,1.0,F,safari,58.585
7295,898603,C,32.192,1.0,M,safari,36.884
7296,858515,C,36.036,1.0,F,chrome,44.573
7297,898695,C,36.539,1.0,F,chrome,45.577
7298,881614,C,35.796,1.0,F,chrome,44.093
7299,910901,C,25.207,1.0,M,firefox,22.915
7300,880468,C,27.768,1.0,F,firefox,28.036
7301,851294,C,NaN,0.0,F,firefox,37.976
7302,893861,C,36.597,1.0,F,firefox,45.694
7303,869606,C,34.311,1.0,M,chrome,41.122
7304,892793,C,30.214,1.0,F,chrome,32.929
7305,890408,C,NaN,0.0,M,chrome,29.016
7306,880639,C,32.992,1.0,M,firefox,38.484
7307,851895,C,32.658,1.0,F,safari,37.815
7308,853155,C,37.564,1.0,M,safari,47.628
7309,892610,C,33.368,1.0,F,safari,39.237
7310,846087,C,38.014,1.0,M,safari,48.527
7311,857997,C,NaN,0.0,M,firefox,36.554
7312,879980,C,33.720,1.0,F,safari,39.940
7313,884238,C,33.260,1.0,F,chrome,39.020
7314,847357,C,31.088,1.0,F,firefox,34.676
7315,875604,C,38.126,1.0,M,chrome,48.751
7316,905624,C,30.932,1.0,F,safari,34.364
7317,844994,C,32.392,1.0,M,firefox,37.284
7318,835797,C,34.634,1.0,F,safari,41.769
7319,883562,C,28.513,1.0,M,safari,29.526
7320,850447,C,33.375,1.0,F,chrome,39.251
7321,863503,C,31.443,1.0,M,safari,35.387
7322,875883,C,NaN,0.0,F,firefox,38.618
7323,910051,C,34.700,1.0,M,safari,41.901
7324,846131,C,NaN,0.0,F,safari,34.501
7325,879586,C,33.900,1.0,F,firefox,40.299
7326,907360,C,41.543,1.0,F,chrome,55.587
7327,862368,C,34.871,1.0,M,chrome,42.242
7328,884836,C,40.726,1.0,F,chrome,53.953
7329,851398,C,36.732,1.0,M,safari,45.965
7330,867245,C,38.871,1.0,F,firefox,50.242
7331,879040,C,31.128,1.0,M,safari,34.755
7332,890340,C,35.525,1.0,M,chrome,43.549
7333,848461,C,NaN,0.0,M,safari,43.839
7334,888871,C,NaN,0.0,F,safari,36.374
7335,875914,C,30.886,1.0,F,chrome,34.272
7336,885794,C,27.549,1.0,F,safari,27.597
7337,896857,C,42.481,1.0,F,chrome,57.461
7338,857465,C,30.138,1.0,M,safari,32.776
7339,873086,C,41.731,1.0,M,firefox,55.962
7340,840136,C,32.663,1.0,M,firefox,37.825
7341,895690,C,30.688,1.0,F,safari,33.875
7342,873904,C,38.113,1.0,M,safari,48.725
7343,851218,C,31.844,1.0,F,safari,36.188
7344,835701,C,37.842,1.0,M,firefox,48.185
7345,904710,C,33.336,1.0,F,chrome,39.172
7346,903978,C,37.402,1.0,F,firefox,47.304
7347,909657,C,30.159,1.0,F,firefox,32.818
7348,861339,C,NaN,0.0,M,safari,50.814
7349,881277,C,37.440,1.0,M,safari,47.380
7350,845634,C,30.402,1.0,F,firefox,33.303
7351,911411,C,48.215,1.0,F,safari,68.929
7352,869686,C,37.701,1.0,F,chrome,47.901
7353,894117,C,46.452,1.0,M,firefox,65.405
7354,907442,C,43.001,1.0,F,firefox,58.503
7355,908901,C,NaN,0.0,M,firefox,40.612
7356,874243,C,NaN,0.0,M,safari,38.377
7357,848165,C,32.983,1.0,M,chrome,38.465
7358,872860,C,25.850,1.0,F,safari,24.200
7359,857370,C,31.521,1.0,M,safari,35.542
7360,888825,C,NaN,0.0,M,chrome,44.968
7361,874683,C,42.630,1.0,F,firefox,57.760
7362,868213,C,31.136,1.0,M,safari,34.772
7363,867017,C,39.410,1.0,M,safari,51.321
7364,854383,C,28.737,1.0,F,firefox,29.974
7365,864729,C,32.068,1.0,F,safari,36.637
7366,890833,C,32.712,1.0,F,firefox,37.924
7367,850712,C,NaN,0.0,M,safari,46.218
7368,859154,C,37.287,1.0,F,safari,47.073
7369,895890,C,39.812,1.0,M,firefox,52.123
7370,868014,C,NaN,0.0,M,safari,50.208
7371,845291,C,36.216,1.0,M,safari,44.932
7372,876030,C,36.952,1.0,F,safari,46.404
7373,857596,C,42.943,1.0,M,chrome,58.385
7374,897777,C,32.445,1.0,F,chrome,37.391
7375,888144,C,NaN,0.0,F,chrome,50.247
7376,873593,C,25.959,1.0,M,firefox,24.419
7377,862022,C,37.057,1.0,F,chrome,46.613
7378,899383,C,32.584,1.0,M,safari,37.668
7379,847335,C,35.013,1.0,F,chrome,42.526
7380,864914,C,40.200,1.0,F,firefox,52.901
7381,898148,C,35.823,1.0,F,safari,44.146
7382,837830,C,NaN,0.0,M,chrome,51.352
7383,882972,C,42.369,1.0,M,safari,57.238
7384,900759,C,36.945,1.0,M,chrome,46.391
7385,895349,C,40.855,1.0,F,firefox,54.210
7386,909324,C,33.367,1.0,F,safari,39.234
7387,872691,C,34.959,1.0,M,safari,42.418
7388,880561,C,NaN,0.0,F,firefox,37.274
7389,862979,C,40.215,1.0,F,safari,52.930
7390,846966,C,37.070,1.0,M,safari,46.641
7391,891517,C,32.464,1.0,F,chrome,37.428
7392,886760,C,35.773,1.0,M,firefox,44.047
7393,847321,C,40.208,1.0,M,safari,52.916
7394,867674,C,34.804,1.0,F,chrome,42.107
7395,855085,C,30.255,1.0,F,chrome,33.011
7396,855070,C,35.660,1.0,F,safari,43.819
7397,837862,C,25.097,1.0,M,firefox,22.694
7398,836959,C,38.844,1.0,M,firefox,50.188
7399,841919,C,32.893,1.0,F,safari,38.287
7400,855431,C,32.653,1.0,F,safari,37.807
7401,903478,C,39.378,1.0,M,chrome,51.257
7402,840328,C,28.174,1.0,M,chrome,28.848
7403,867865,C,44.735,1.0,F,firefox,61.971
7404,847451,C,32.599,1.0,F,firefox,37.698
7405,862829,C,32.384,1.0,F,firefox,37.267
7406,905280,C,40.106,1.0,M,firefox,52.712
7407,869862,C,38.543,1.0,M,firefox,49.587
7408,842856,C,47.256,1.0,F,firefox,67.012
7409,851888,C,33.944,1.0,M,chrome,40.388
7410,910138,C,34.398,1.0,F,firefox,41.296
7411,874521,C,27.603,1.0,F,chrome,27.707
7412,854269,C,33.339,1.0,F,chrome,39.179
7413,838535,C,31.393,1.0,M,firefox,35.286
7414,903078,C,32.756,1.0,F,safari,38.012
7415,888747,C,NaN,0.0,M,chrome,25.058
7416,887868,C,43.303,1.0,F,chrome,59.106
7417,907491,C,27.917,1.0,F,safari,28.334
7418,912438,C,20.989,1.0,F,chrome,14.478
7419,889996,C,NaN,0.0,M,safari,30.616
7420,837984,C,31.981,1.0,F,safari,36.462
7421,908664,C,29.252,1.0,M,chrome,31.004
7422,856530,C,40.492,1.0,F,chrome,53.483
7423,893534,C,34.311,1.0,F,chrome,41.122
7424,908537,C,NaN,0.0,F,firefox,42.754
7425,835848,C,NaN,0.0,F,chrome,48.604
7426,845353,C,36.430,1.0,F,firefox,45.360
7427,894172,C,NaN,0.0,F,chrome,52.286
7428,891275,C,29.453,1.0,M,safari,31.405
7429,903344,C,32.262,1.0,M,safari,37.025
7430,839143,C,38.330,1.0,F,firefox,49.160
7431,837164,C,22.327,1.0,F,firefox,17.154
7432,871241,C,28.124,1.0,F,firefox,28.748
7433,866116,C,37.505,1.0,F,firefox,47.510
7434,868682,C,32.599,1.0,F,chrome,37.698
7435,843577,C,39.681,1.0,M,safari,51.861
7436,860667,C,39.046,1.0,F,safari,50.592
7437,865393,C,29.010,1.0,F,safari,30.519
7438,868484,C,37.033,1.0,F,safari,46.567
7439,898752,C,41.008,1.0,F,chrome,54.517
7440,881835,C,NaN,0.0,M,safari,43.974
7441,862787,C,30.113,1.0,F,chrome,32.725
7442,913811,C,39.397,1.0,F,safari,51.294
7443,907947,C,38.177,1.0,M,safari,48.854
7444,883617,C,37.713,1.0,F,firefox,47.926
7445,914311,C,38.580,1.0,M,safari,49.659
7446,852829,C,20.027,1.0,M,chrome,12.554
7447,859483,C,39.405,1.0,F,chrome,51.309
7448,902972,C,NaN,0.0,M,firefox,60.581
7449,838648,C,37.183,1.0,F,chrome,46.866
7450,880927,C,35.964,1.0,M,safari,44.427
7451,899298,C,38.482,1.0,F,chrome,49.464
7452,902265,C,36.691,1.0,F,chrome,45.882
7453,838264,C,38.259,1.0,M,safari,49.018
7454,903196,C,35.007,1.0,M,safari,42.515
7455,844658,C,NaN,0.0,M,safari,34.833
7456,870710,C,29.978,1.0,M,firefox,32.457
7457,844805,C,30.009,1.0,F,firefox,32.518
7458,900965,C,28.135,1.0,F,firefox,28.770
7459,879584,C,29.661,1.0,F,firefox,31.823
7460,874927,C,43.806,1.0,F,firefox,60.113
7461,842229,C,38.770,1.0,F,chrome,50.041
7462,845204,C,31.875,1.0,M,safari,36.250
7463,840752,C,33.048,1.0,F,safari,38.596
7464,899939,C,NaN,0.0,F,chrome,43.626
7465,868344,C,31.722,1.0,F,safari,35.945
7466,871045,C,NaN,0.0,M,safari,43.175
7467,899980,C,38.888,1.0,M,firefox,50.276
7468,847346,C,NaN,0.0,M,chrome,42.143
7469,851658,C,36.680,1.0,F,firefox,45.860
7470,914472,C,39.432,1.0,M,chrome,51.365
7471,891217,C,33.639,1.0,F,safari,39.779
7472,908563,C,NaN,0.0,M,chrome,45.348
